date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:41:35	14697/14697	---M--	200	added ('OK')	application/javascript	date:Tue,%2014%20Jan%202020%2016:14:08%20GMT	http://peerlessadvisory.com/js/portfolio/jquery.quicksand.js	C:/Users/dell/Desktop/kany/peerlessadvisory.com/js/portfolio/jquery.quicksand.js	(from http://peerlessadvisory.com/)
08:41:35	16267/16267	---M--	200	added ('OK')	application/javascript	date:Tue,%2014%20Jan%202020%2016:13:18%20GMT	http://peerlessadvisory.com/js/jquery.slitslider.js	C:/Users/dell/Desktop/kany/peerlessadvisory.com/js/jquery.slitslider.js	(from http://peerlessadvisory.com/)
08:41:36	6083/6083	---M--	200	added ('OK')	application/javascript	date:Tue,%2014%20Jan%202020%2016:13:13%20GMT	http://peerlessadvisory.com/js/custom.js	C:/Users/dell/Desktop/kany/peerlessadvisory.com/js/custom.js	(from http://peerlessadvisory.com/)
08:41:37	12799/12799	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202020%2016:13:08%20GMT	http://peerlessadvisory.com/img/glyphicons-halflings.png	C:/Users/dell/Desktop/kany/peerlessadvisory.com/img/glyphicons-halflings.png	(from http://peerlessadvisory.com/css/bootstrap.css)
08:41:37	1003/1003	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202020%2016:13:31%20GMT	http://peerlessadvisory.com/css/fancybox/fancybox_overlay.png	C:/Users/dell/Desktop/kany/peerlessadvisory.com/css/fancybox/fancybox_overlay.png	(from http://peerlessadvisory.com/css/fancybox/jquery.fancybox.css)
08:41:37	315/315	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jan%202022%2007:41:37%20GMT	http://peerlessadvisory.com/css/images/bg_direction_nav.png	C:/Users/dell/Desktop/kany/peerlessadvisory.com/css/images/bg_direction_nav.png	(from http://peerlessadvisory.com/css/flexslider.css)
08:41:37	24223/24223	---M--	200	added ('OK')	text/css	date:Tue,%2014%20Jan%202020%2016:12:54%20GMT	http://peerlessadvisory.com/css/font-awesome.css	C:/Users/dell/Desktop/kany/peerlessadvisory.com/css/font-awesome.css	(from http://peerlessadvisory.com/css/style.css)
08:41:39	33068/33068	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2014%20Jan%202020%2016:13:37%20GMT	http://peerlessadvisory.com/font/customicon/Icons.eot	C:/Users/dell/Desktop/kany/peerlessadvisory.com/font/customicon/Icons.eot	(from http://peerlessadvisory.com/css/custom-fonts.css)
08:41:41	162802/162802	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2014%20Jan%202020%2016:13:38%20GMT	http://peerlessadvisory.com/font/customicon/Icons.svg	C:/Users/dell/Desktop/kany/peerlessadvisory.com/font/customicon/Icons.svg	(from http://peerlessadvisory.com/css/custom-fonts.css)
08:41:42	61119/61119	---M--	200	added ('OK')	text/css	date:Tue,%2014%20Jan%202020%2016:12:51%20GMT	http://peerlessadvisory.com/css/animate.css	C:/Users/dell/Desktop/kany/peerlessadvisory.com/css/animate.css	(from http://peerlessadvisory.com/css/style.css)
